Season,Facility ID,Latitude,Longitude,Street1,Street2,City,State,Postal Code,Country,Type,Facility Name,URL,Phone,Contact,Begin Date,End Date,Begin Time,End Time,Begin DateTime,End DateTime,Recurrence Days,Hours,Eligibility,Cost,Notes,Record ID,Location
2017,206,52.383837,4.850041,Gibraltarstraat 61,,Amsterdam,,,Netherlands,B,KBS De Boomgaard,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-206,"(52.383837,4.850041)"
2017,207,52.378,4.849172,Tijl Uilenspiegelstraat 11 - ingang achterzijde t.h.v. Lanseloetstr,,Amsterdam,,,Netherlands,B,School Tijl Uilenspiegel,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-207,"(52.378,4.849172)"
2017,208,52.373556,4.846406,Robert Scottstraat 28,,Amsterdam,,,Netherlands,AP,Brede School de Springplank,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-208,"(52.373556,4.846406)"
2017,209,52.377489,4.853598,Wachterliedplantsoen 2,,Amsterdam,,,Netherlands,AP,Wachterliedpaviljoen,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-209,"(52.377489,4.853598)"
2017,210,52.379372,4.86064,Jan den Haenstraat 41,,Amsterdam,,,Netherlands,AP,Narcis-Queridoschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-210,"(52.379372,4.86064)"
2017,211,52.376146,4.846639,Hoofdweg 495,,Amsterdam,,,Netherlands,AP,Centrum voor Ouderen De Boeg,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-211,"(52.376146,4.846639)"
2017,212,52.378646,4.84514,Bos en Lommerplein 176,,Amsterdam,,,Netherlands,AP,De Volksuniversiteit,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-212,"(52.378646,4.84514)"
2017,213,52.379027,4.840039,Meimorgenstraat 2,,Amsterdam,,,Netherlands,B,Bos en Lommerschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-213,"(52.379027,4.840039)"
2017,214,52.381817,4.85055,Hertspieghelweg 55,,Amsterdam,,,Netherlands,B,de Wiltzangh,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-214,"(52.381817,4.85055)"
2017,215,52.379276,4.859231,Gerard Callenburgstraat 38,,Amsterdam,,,Netherlands,AP,t Landhuis,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-215,"(52.379276,4.859231)"
2017,216,52.373377,4.840608,Laan van Spartaan 2,,Amsterdam,,,Netherlands,AP,MBO College West,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-216,"(52.373377,4.840608)"
2017,217,52.375778,4.856703,Joos Banckersweg 18 A,,Amsterdam,,,Netherlands,B,A.K.C. Blauw-Wit,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-217,"(52.375778,4.856703)"
2017,218,52.341561,4.792208,Akersluis 10,,Amsterdam,,,Netherlands,AP,Molen van Sloten,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-218,"(52.341561,4.792208)"
2017,219,52.365677,4.805334,President Allendelaan 733,,Amsterdam,,,Netherlands,B,Vrouw en Vaart,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-219,"(52.365677,4.805334)"
2017,220,52.362806,4.799059,gymlokaal ingang Veldzicht,,Amsterdam,,,Netherlands,B,Het Talent,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-220,"(52.362806,4.799059)"
2017,221,52.353971,4.80261,Hoekenes 59,,Amsterdam,,,Netherlands,AP,Osdorpse Montessorischool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-221,"(52.353971,4.80261)"
2017,222,52.357775,4.80667,Osdorpplein 1000,,Amsterdam,,,Netherlands,AP,Stadsloket Nieuw-West,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-222,"(52.357775,4.80667)"
2017,223,52.354748,4.812611,Pieter Calandlaan 84,,Amsterdam,,,Netherlands,AP,Dienstencentrum Osdorperhof,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-223,"(52.354748,4.812611)"
2017,224,52.352402,4.81066,Louis Davidsstraat 103,,Amsterdam,,,Netherlands,B,Ichthusschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-224,"(52.352402,4.81066)"
2017,225,52.362931,4.795137,Ouwerdingenpad 3,,Amsterdam,,,Netherlands,B,Verenigingsgebouw Nivon,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-225,"(52.362931,4.795137)"
2017,226,52.362865,4.789133,Saaftingestraat 8,,Amsterdam,,,Netherlands,AP,Zorgcentrum Leo Polak,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-226,"(52.362865,4.789133)"
2017,227,52.356606,4.797409,Wolbrantskerkweg 54 - 56,,Amsterdam,,,Netherlands,AP,De Wachter,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-227,"(52.356606,4.797409)"
2017,228,52.355245,4.794843,Clauskindereweg 21,,Amsterdam,,,Netherlands,AP,Nieuw Amstelrade,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-228,"(52.355245,4.794843)"
2017,229,52.348837,4.79305,Cycladenlaan 2 A,,Amsterdam,,,Netherlands,A,Basisschool de Odyssee,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-229,"(52.348837,4.79305)"
2017,230,52.355055,4.782149,Noorderakerweg 2,,Amsterdam,,,Netherlands,A,Huis van de Wijk De Aker,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-230,"(52.355055,4.782149)"
2017,231,52.357443,4.786858,Schuitenhuisstraat 5,,Amsterdam,,,Netherlands,A,Jenaplanschool Atlantis,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-231,"(52.357443,4.786858)"
2017,232,52.342661,4.811123,Anderlechtlaan 200,,Amsterdam,,,Netherlands,A,Ymere Amsterdam-West,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-232,"(52.342661,4.811123)"
2017,233,52.350814,4.775411,Brenner 9 - ingang Monte Rosaplein-schoolpleinzijde,,Amsterdam,,,Netherlands,A,Horizon Brenner,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-233,"(52.350814,4.775411)"
2017,234,52.35053,4.788389,zij-ingang Iwan Kantemanplein,,Amsterdam,,,Netherlands,C,Obs de Horizon,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,niet rolstoeltoegankelijk,,Nieuw-West,2017-234,"(52.35053,4.788389)"
2017,235,52.358926,4.806788,Osdorpplein 16,,Amsterdam,,,Netherlands,AP,OBA Osdorp,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-235,"(52.358926,4.806788)"
2017,236,52.35315,4.800052,Koos Vorrinkweg 5,,Amsterdam,,,Netherlands,AP,Basisschool De Wereldburger - gymgebouw,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-236,"(52.35315,4.800052)"
2017,237,52.392789,4.878756,Revaleiland 1,,Amsterdam,,,Netherlands,A,De Spaarndammerhout,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,West,2017-237,"(52.392789,4.878756)"
2017,238,52.390315,4.873952,Oostzaanstraat 45,,Amsterdam,,,Netherlands,AP,Museum Het Schip,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-238,"(52.390315,4.873952)"
2017,239,52.389003,4.87833,Polanenstraat 6,,Amsterdam,,,Netherlands,AP,De Bogt Westerbeer,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-239,"(52.389003,4.87833)"
2017,240,52.389875,4.886825,Roggeveenstraat 14,,Amsterdam,,,Netherlands,C,De Zeeheld,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,niet rolstoeltoegankelijk,,West,2017-240,"(52.389875,4.886825)"
2017,241,52.38346,4.876704,Van Limburg Stirumstraat 119,,Amsterdam,,,Netherlands,AP,De Koperen Knoop,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-241,"(52.38346,4.876704)"
2017,242,52.384882,4.87704,Van Hogendorpplein 11,,Amsterdam,,,Netherlands,AP,Westerparkschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-242,"(52.384882,4.87704)"
2017,243,52.382336,4.874484,Van Beuningenstraat 141,,Amsterdam,,,Netherlands,B,School De Bron,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-243,"(52.382336,4.874484)"
2017,244,52.377968,4.876429,ingang Van Oldenbarneveldtplein 16,,Amsterdam,,,Netherlands,B,Cartesius Lyceum,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-244,"(52.377968,4.876429)"
2017,245,52.381641,4.867589,Van Hogendorpstraat 921,,Amsterdam,,,Netherlands,B,Van Hogendorphal,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-245,"(52.381641,4.867589)"
2017,246,52.373209,4.873371,Hugo de Grootkade 20,,Amsterdam,,,Netherlands,AP,Amsta locatie De Poort,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-246,"(52.373209,4.873371)"
2017,247,52.375217,4.866137,Jan van Galenstraat 31,,Amsterdam,,,Netherlands,AP,Marcanti College,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-247,"(52.375217,4.866137)"
2017,248,52.379489,4.872931,Van Hallstraat 621,,Amsterdam,,,Netherlands,AP,Dependance Westerparkschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-248,"(52.379489,4.872931)"
2017,249,52.379665,4.872048,Van Hallstraat 615,,Amsterdam,,,Netherlands,AP,Openbare Bibliotheek Amsterdam,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-249,"(52.379665,4.872048)"
2017,250,52.369166,4.865416,Douwes Dekkerstraat 2,,Amsterdam,,,Netherlands,AP,Buurthuis De Havelaar,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-250,"(52.369166,4.865416)"
2017,251,52.366601,4.868823,Hannie Dankbaarpassage 23,,Amsterdam,,,Netherlands,A,Galerie Beeldend Gesproken,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,West,2017-251,"(52.366601,4.868823)"
2017,252,52.368351,4.874382,Da Costastraat 64,,Amsterdam,,,Netherlands,B,Schoolgebouw ROC,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-252,"(52.368351,4.874382)"
2017,253,52.364655,4.865762,ingang Nicolaas Beetsplantsoen,,Amsterdam,,,Netherlands,AP,Brede School De Kinkerbuurt,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-253,"(52.364655,4.865762)"
2017,254,52.365317,4.863009,Jan Pieter Heijestraat 45,,Amsterdam,,,Netherlands,AP,Schoolgebouw Winterkoninkje,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-254,"(52.365317,4.863009)"
2017,255,52.367468,4.876066,Nassaukade 342 A,,Amsterdam,,,Netherlands,A,Leonardo da Vinci school,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,West,2017-255,"(52.367468,4.876066)"
2017,256,52.36469,4.873646,1e C Huygensstr 38,,Amsterdam,,,Netherlands,AP,Mentrum,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-256,"(52.36469,4.873646)"
2017,257,52.36035,4.869732,Anna van den Vondelstr 30,,Amsterdam,,,Netherlands,AP,Vondelstede,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-257,"(52.36035,4.869732)"
2017,258,52.360585,4.864048,Eerste Helmersstraat 271,,Amsterdam,,,Netherlands,AP,Wackersacademie,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-258,"(52.360585,4.864048)"
2017,259,52.360355,4.860601,Pieter Langendijkstraat 44,,Amsterdam,,,Netherlands,AP,Annie M.G. Schmidt,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-259,"(52.360355,4.860601)"
2017,260,52.369804,4.871648,Da Costakade 102,,Amsterdam,,,Netherlands,AP,De Nieuwe Liefde,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-260,"(52.369804,4.871648)"
2017,261,52.365374,4.867765,Borgerstraat 45,,Amsterdam,,,Netherlands,AP,De Klinker,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-261,"(52.365374,4.867765)"
2017,262,52.367846,4.87405,Kinkerstraat 42,,Amsterdam,,,Netherlands,AP,Philadelphia Zorg Amsterdam,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-262,"(52.367846,4.87405)"
2017,263,52.357275,4.855382,Amstelveenseweg 3. via Sticky Fingers,,Amsterdam,,,Netherlands,A,Conscious Hotel The Tire Station,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,West,2017-263,"(52.357275,4.855382)"
2017,264,52.358608,4.855954,Derde Kostverlorenkade 35,,Amsterdam,,,Netherlands,AP,Theater de Cameleon,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-264,"(52.358608,4.855954)"
2017,265,52.363827,4.851252,Postjesweg 125,,Amsterdam,,,Netherlands,AP,Nieuw Vredenburgh,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-265,"(52.363827,4.851252)"
2017,266,52.361675,4.852408,Corantijnstraat 9,,Amsterdam,,,Netherlands,B,Aslan Muziekcentrum,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-266,"(52.361675,4.852408)"
2017,267,52.368855,4.856198,Balboaplein 44,,Amsterdam,,,Netherlands,AP,Joop Westerweelschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-267,"(52.368855,4.856198)"
2017,268,52.368721,4.858373,Witte de Withplein 5,,Amsterdam,,,Netherlands,A,De Wending,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,West,2017-268,"(52.368721,4.858373)"
2017,269,52.369386,4.85026,Mercatorplein 89,,Amsterdam,,,Netherlands,AP,Openbare Bibliotheek Amsterdam,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-269,"(52.369386,4.85026)"
2017,270,52.373165,4.855354,Vancouverstraat 3-5,,Amsterdam,,,Netherlands,B,Rosa Boekdrukkerschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-270,"(52.373165,4.855354)"
2017,271,52.374232,4.860818,Reinier Claeszenplein 12,,Amsterdam,,,Netherlands,B,School De Roos,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,West,2017-271,"(52.374232,4.860818)"
2017,272,52.371717,4.857089,Cornelis Dirkszstraat 6,,Amsterdam,,,Netherlands,AP,Al Maes,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-272,"(52.371717,4.857089)"
2017,273,52.364546,4.859348,Postjesweg 1,,Amsterdam,,,Netherlands,A,Het Sieraad,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,West,2017-273,"(52.364546,4.859348)"
2017,274,52.365323,4.860249,Baarsjesweg 202,,Amsterdam,,,Netherlands,AP,Dansschool Meneer de Wit,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-274,"(52.365323,4.860249)"
2017,275,52.365705,4.855282,Columbusplein 253,,Amsterdam,,,Netherlands,AP,Buurthuis Jacob Maris,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,West,2017-275,"(52.365705,4.855282)"
2017,276,52.370011,4.861485,Chasséstraat 64,,Amsterdam,,,Netherlands,A,Chassé Dance Studios,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,West,2017-276,"(52.370011,4.861485)"
2017,277,52.360791,4.830222,Jacob Geelstraat 42 - (ingang links om de hoek),,Amsterdam,,,Netherlands,A,Huizingaschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-277,"(52.360791,4.830222)"
2017,278,52.359443,4.822591,Comeniusstraat 20,,Amsterdam,,,Netherlands,AP,De Schutse,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-278,"(52.359443,4.822591)"
2017,279,52.364371,4.832805,Lakenhalstraat 2,,Amsterdam,,,Netherlands,B,BSO De Groeiwereld,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-279,"(52.364371,4.832805)"
2017,280,52.36092,4.823233,Hemsterhuisstraat 87 A,,Amsterdam,,,Netherlands,B,Pro Rege Basisschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-280,"(52.36092,4.823233)"
2017,281,52.356187,4.831572,Pieter Calandlaan 3,,Amsterdam,,,Netherlands,AP,Calvijn College,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-281,"(52.356187,4.831572)"
2017,282,52.353246,4.833091,Jacques Veltmanstraat 427,,Amsterdam,,,Netherlands,AP,Huis van de wijk Het Anker,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-282,"(52.353246,4.833091)"
2017,283,52.347475,4.817797,Hechtelstraat 49 (zij-ingang),,Amsterdam,,,Netherlands,AP,Obs De Vlaamse Reus,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-283,"(52.347475,4.817797)"
2017,284,52.367482,4.836892,Jan Tooropstraat 136,,Amsterdam,,,Netherlands,A,Hogeschool Ipabo,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-284,"(52.367482,4.836892)"
2017,285,52.347386,4.823683,Louwesweg 10,,Amsterdam,,,Netherlands,AP,Verpleeghuis Hof van Sloten,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-285,"(52.347386,4.823683)"
2017,286,52.356187,4.831572,Pieter Calandlaan 3,,Amsterdam,,,Netherlands,AP,Calvijn College,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-286,"(52.356187,4.831572)"
2017,287,52.359666,4.839529,Jan Sluijtersstraat 3 (ingang gymzaal),,Amsterdam,,,Netherlands,B,Alexander Roozendaalschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-287,"(52.359666,4.839529)"
2017,288,52.357575,4.844237,Hendrikje Stoffelsstraat 1,,Amsterdam,,,Netherlands,A,Westcord Fashion Hotel Amsterdam,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-288,"(52.357575,4.844237)"
2017,289,52.348879,4.839251,Overschiestraat 168 A,,Amsterdam,,,Netherlands,AP,Brede school Fiep Westendorp,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-289,"(52.348879,4.839251)"
2017,290,52.347285,4.806441,Westmallepad 11,,Amsterdam,,,Netherlands,A,R.K. Basisschool De Mijlpaal,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-290,"(52.347285,4.806441)"
2017,291,52.344724,4.812109,Anderlechtlaan 1,,Amsterdam,,,Netherlands,A,Dependance De Mijlpaal,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-291,"(52.344724,4.812109)"
2017,292,52.36563,4.829134,Bonnefantenstraat 10,,Amsterdam,,,Netherlands,A,Oostoever,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-292,"(52.36563,4.829134)"
2017,293,52.349596,4.832946,Ottho Heldringstraat 13 A,,Amsterdam,,,Netherlands,AP,Cordaan,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-293,"(52.349596,4.832946)"
2017,294,52.359148,4.840225,Johan Jongkindstraat 3,,Amsterdam,,,Netherlands,A,Woon- en Zorgcentrum De Riekerhof,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-294,"(52.359148,4.840225)"
2017,295,52.354782,4.825336,Van Ollefenstraat 9,,Amsterdam,,,Netherlands,A,Regenbooggemeente,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-295,"(52.354782,4.825336)"
2017,296,52.363088,4.839032,August Allebéplein 5,,Amsterdam,,,Netherlands,AP,Het Meervoud,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-296,"(52.363088,4.839032)"
2017,297,52.383228,4.833055,Burg Vening Meineszlaan 64,,Amsterdam,,,Netherlands,AP,Leger des Heils De Kandelaar,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-297,"(52.383228,4.833055)"
2017,298,52.382752,4.823528,Burg Vening Meineszlaan 185,,Amsterdam,,,Netherlands,B,Buurtkamer Tante Ali,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-298,"(52.382752,4.823528)"
2017,299,52.379941,4.798156,Aalbersestraat 248 A,,Amsterdam,,,Netherlands,AP,Stichting De Brug,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-299,"(52.379941,4.798156)"
2017,300,52.380594,4.836715,Harry Koningsbergerstr 30,,Amsterdam,,,Netherlands,B,Al Wafa Islamitische Basisschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-300,"(52.380594,4.836715)"
2017,301,52.37869,4.819923,Slotermeerlaan 103,,Amsterdam,,,Netherlands,B,Visio Amsterdam Onderwijs,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-301,"(52.37869,4.819923)"
2017,302,52.378617,4.810319,Van Moerkerkenstraat 89,,Amsterdam,,,Netherlands,B,Basisschool Veerkracht,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-302,"(52.378617,4.810319)"
2017,303,52.382107,4.796306,Cornelis Outshoornstraat 126,,Amsterdam,,,Netherlands,A,Woonzorgcentrum Nieuw Geuzenveld,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-303,"(52.382107,4.796306)"
2017,304,52.38292,4.802538,Abraham Kuyperplein 2,,Amsterdam,,,Netherlands,A,`t Koggeschip Katholieke Basisschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-304,"(52.38292,4.802538)"
2017,305,52.379312,4.820238,Slotermeerlaan 103 E,,Amsterdam,,,Netherlands,AP,OBA Slotermeer,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-305,"(52.379312,4.820238)"
2017,306,52.379101,4.821152,Plein `40-`45 nr. 1,,Amsterdam,,,Netherlands,AP,Tuinstadhuis Geuzenveld,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-306,"(52.379101,4.821152)"
2017,307,52.379474,4.805359,Sam van Houtenstraat 2,,Amsterdam,,,Netherlands,AP,Timotheusschool,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-307,"(52.379474,4.805359)"
2017,308,52.372543,4.812439,Thomas van Aquinostraat 2,,Amsterdam,,,Netherlands,B,SBO De Kans,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met hulp,,Nieuw-West,2017-308,"(52.372543,4.812439)"
2017,309,52.376624,4.831551,Herman Poortstraat 17,,Amsterdam,,,Netherlands,A,Spring High,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk,,Nieuw-West,2017-309,"(52.376624,4.831551)"
2017,310,52.379685,4.806223,Dr. H. Colijnstraat 431,,Amsterdam,,,Netherlands,AP,Amsta De Raak,,,,15 maart 2017,16 maart 2017,7:30,21:00,,,,,rolstoeltoegankelijk met GPA,,Nieuw-West,2017-310,"(52.379685,4.806223)"
